@relation 'Rest API Endpoints'

@attribute label_type {get,post,put,delete,invalid}
@attribute text string

@data
get, ' Return the recent history (hourly stats for the last 30 days) for a tag'
post, ' Add a new template'
delete, ' Delete a template'
get, ' Get the information for an existing template'
get, ' Return a list of all the templates available to this user'
post, ' Publish the content for the template. Any new messages sent using this template will start using the content that was previously in draft.'
post, ' Inject content and optionally merge fields into a template, returning the HTML that results'
get, ' Return the recent history (hourly stats for the last 30 days) for a template'
put, ' Update the code for an existing template. If null is provided for any fields, the values will remain unchanged.'
post, ' Add a tracking domain to your account'
post, ' Checks the CNAME settings for a tracking domain. The domain must have been added already with the add-tracking-domain call'
get, ' Get the 100 most clicked URLs'
get, ' Return the 100 most clicked URLs that match the search query given'
get, ' Return the recent history (hourly stats for the last 30 days) for a url'
get, ' Get the list of tracking domains set up for this account'
get, ' Return the information about the API-connected user'
post, ' Validate an API key and respond to a ping'
post, ' Validate an API key and respond to a ping (anal JSON parser version)'
get, ' Return the senders that have tried to use this account, both verified and unverified'
post, ' Add a new webhook'
delete, ' Delete an existing webhook'
get, ' Given the ID of an existing webhook, return the data about it'
get, ' Get the list of all webhooks defined on the account'
post, ' Update an existing webhook'
post, ' Adds an email to your email rejection whitelist. If the address is currently on your blacklist, that blacklist entry will be removed automatically.'
delete, ' Removes an email address from the whitelist.'
get, ' Retrieves your email rejection whitelist. You can provide an email address or search prefix to limit the results. Returns up to 1000 results.'
get, ' List rides'
post, ' Request a Lyft'
get, ' Get the ride detail of a given ride ID'
post, ' Cancel a ongoing requested ride'
put, ' Update the destination of the ride'
post, ' Add the passenger's rating, feedback, and tip'
get, ' Get the receipt of the rides.'
post, ' Preset Prime Time percentage'
post, ' Propagate ride through ride status'
post, ' Preset types of rides for sandbox'
get, ' Get all available markets.'
get, ' Returns associations connecting two entities'
post, ' Fetches popular hashtags or marks tagged with specified hashtag'
post, ' Fetches marks'
get, ' Retrieve Advisors'
get, ' Retrieve Advisors for a Client'
get, ' Retrieve an Advisor'
get, ' Retrieve plan assumptions'
get, ' Retrieve business entities'
get, ' Retrieve a business entity'
get, ' Retrieve Monte Carlo results from standalone calc service'
get, ' Retrieve defined benefit pensions'
get, ' Retrieve a definedBenefitPension'
get, ' Retrieve family'
get, ' Retrieve the adjustments'
post, ' Perform calculations'
get, ' Returns a list of goals with their relevant success rates.'
get, ' Retrieve the adjustments'
post, ' Perform calculations'
get, ' Returns a list of goal adjustment restrictions.'
get, ' Retrieve the adjustments'
post, ' Perform calculations'
get, ' Returns WAMO values for current goal'
get, ' Retrieve goals'
get, ' Retrieve goals'
